,news,code
17,박구일 전 해병대 사령관 박구일 전 해병대 사령관서울경제 박구일사진 전 해병대 사령관예비역 해병 중장이 일 오전시분 별세했다 향년 세고인은 지난 년 경북 안동에서 출생해 년 해군사관학교 기로 임관했다 년 월 베트남전 대대 작전장교로 참전 중 청룡부대의 호이안지구 전승에 기여해 인헌무공훈장과 자유월남 금성훈장을 받았다 이후 해병대 연대장 여단장 사단장 해군 제참모차장을 역임했으며 년 해병대사령부 재창설에 기여했다 예편 이후 화재보험협회 이사장과 제대 국회의원을 지냈다유족은 부인 배수자씨와 아들 박재연 차장재병고려대 디스플레이 반도체물리학부 교수씨와 딸 영숙씨가 있다장례는 해병대장으로 치러지며 빈소는 서울성모장례식장에 마련됐다 발인은 일  권홍우 선임기자저작권자  서울경제 무단 전재 및 재배포 금지,사회
18,일 오후 경북 상주시 남성동 상주적십자병원에 대구에 사는 우한 코로나바이러스 감염증코로나 확진자가  구급대 앰뷸런스를 타고 도착하고 있다 연합뉴스 일 오후 경북 상주시 남성동 상주적십자병원에 대구에 사는 우한 코로나바이러스 감염증코로나 확진자가  구급대 앰뷸런스를 타고 도착하고 있다 연합뉴스우한 코로나바이러스 감염증코로나 검사 결과를 기다리던 세 여성이 일 자택에서 숨졌다 확진 판정 이후 음압병상 입원을 기다리거나 코로나 검사 결과를 기다리는 과정에서 병원 치료를 받지 못하고 숨진 것은 이번이 번째다보건당국 등에 따르면 이날 오후 시쯤 대구 수성구 한 가정집에서 씨가 숨진 것을 경찰이 확인해 수성보건소에 통보했다 씨는 발열 증세로 지난 달 일 수성보건소에서 코로나 확진 검사를 받은 후 집에서 결과를 기다리던 중이었다 보건당국은 정확한 사망 경위 등을 파악 중이다병원 치료를 받지 못하고 숨진 사례는 현재까지 총 건이다씨 외에도 국내 번째 확진자였던 한 세 여성은 지난달 일 확진 판정을 받은 뒤 음압병상 부족 문제로 자가격리 하던 중 이날 자택에서 호흡곤란 증세를 보여 대구가톨릭대병원으로 급히 이송됐지만 같은 날 오후 시 분쯤 숨졌다 국내 번째 사망자인 이 여성 역시 당뇨 고혈압 고지혈증 등 기저질환이 있던 것으로 전해졌다지난달 일 자가격리 중 사망한 번째 사망자남는 음압병상이 부족해 배정을 기다리다가 숨졌고 번째 사망자여도 집에서 우한 코로나 검사결과를 기다리다가 숨진 뒤 확진 판정을 받았다병상의료인력 부족으로 인해 입원 대기 인원이 점점 늘어나는 만큼 입원 대기 환자에 대한 보다 면밀한 관리가 필요하다는 지적이 나온다 확진자가 가장 많이 나온 대구 지역 확진자는 이날 오전 시 기준 명이다 이 가운데 명대구 명 다른 지역 명이 입원 조치됐다 명은 자가에서 입원 대기 중이다 입원 대기 환자 가운데 우선 입원이 필요한 중증 환자는 명인 것으로 파악됐다전효진 기자    조선일보   무단 전재 및 재배포 금지 ,사회
19,폴리스라인자료사진연합뉴스 자료사진 폴리스라인자료사진연합뉴스 자료사진여수연합뉴스 정회성 기자  야당 소속 국회의원 비서가 숨진 채 발견돼 경찰이 수사 중이다일 전남지방경찰청에 따르면 이날 오후 시 분께 전남 여수시 화양면 한 도로변의 주차된 차 안에서 의식을 잃은 채 쓰러진 씨를 주민이 발견했다씨는 구급대에 의해 병원으로 옮겨졌으나 숨졌다차 안에서는 씨가 극단적인 선택을 한 것으로 추정되는 도구가 발견됐다씨 직업은 야당 현역 의원의 비서로 알려졌다경찰은 씨 사망 원인을 수사하고 있다 우울감 등 말하기 어려운 고민이 있거나 주변에 이런 어려움을 겪는 가족지인이 있을 경우 자살 예방 핫라인  희망의 전화  생명의 전화  청소년 전화  등에서 시간 전문가의 상담을 받을 수 있습니다,사회
0,동영상 뉴스연일 포근한 봄 날씨가 이어졌는데요내일 아침은 꽤 쌀쌀해집니다밤부터 북서쪽에서 찬 공기가 유입되면서 내일 서울 아침 기온 도로 오늘 아침과 비교해 도가량 기온이 내려가겠고요바람도 다소 강하게 불면서 체감온도는 영하권에 머물겠습니다오늘 밤사이 중부와 경북 곳곳으로 비가 이어지면서 내일 새벽까지  안팎이 예상되고요기온이 낮은 강원 산간에는 최고 가량의 다소 많은 눈이 내려 쌓이겠습니다밤사이 비나 눈이 얼어서 도로가 미끄러울 것으로 보이니까요내일 출근길은 빙판길 사고에 유의하시기 바랍니다내일 아침에는 맑은 하늘이 드러나겠고요서울 등 일부 중서부 지역을 중심으로는 공기가 탁할 것으로 보입니다아침 기온을 살펴보면 서울이 도 광주와 대구 도에 머물겠습니다낮 기온은 도 안팎을 보이면서 서울이 도 대구 도 부산 도까지 오르겠습니다이번 주 중반에는 서울을 비롯한 중부지방에 비나 눈이 오겠습니다이후 절기 경칩인 목요일 아침에는 반짝 영하권 추위가 찾아올 전망입니다지금까지 날씨정보였습니다저작권자     무단전재 및 재배포 금지,생활/문화
1,일 루브르박물관 중앙 출입구 앞에서 대기 중인 관광객들 로이터연합뉴스 일 루브르박물관 중앙 출입구 앞에서 대기 중인 관광객들 로이터연합뉴스직원들 문닫고 대책회의관광객들 밖에서 입장 못하고 대기루브르 작년 한해 만명이 찾은 프랑스 대표 문화시설파리연합뉴스 김용래 특파원  세계에서 가장 많은 관람객이 찾는 박물관인 프랑스 파리의 루브르박물관도 신종 코로나바이러스 감염증코로나 확산 우려에 따라 일현지시간 문을 닫았다루브르 측은 이날 웹사이트에 공지문을 내고 코로나 바이러스 확산 방지 대책을 논의하는 직원회의가 진행 중이라 개관하지 않고 있다고 밝혔다이날 아침 시 개관 시간에 문을 열지 않은 루브르는 현재까지도 출입구를 개방하지 않았으며 출입문 밖에서 많은 관광객이 입장을 기다리고 있다루브르가 이날 문을 닫은 것은 전날 프랑스 정부가 천명 이상 모이는 행사를 당분간 금지한다는 방침을 내놓은 것과 관련해 대책을 마련하기 위해서다루브르 직원 천명 가운데 코로나 감염 사례는 아직 없는 것으로 파악되고 있지만 직원들은 루브르가 전 세계의 관광객들을 끌어모으는 프랑스의 대표 박물관이라는 점에서 코로나가 확산할 가능성을 크게 우려하는 것으로 전해졌다루브르는 작년 한해에만 전 세계에서 만명이 관람했다프랑스의 코로나 확진자는 정부가 지난달 일 공식발표한 최근 수치는 명이지만 리베라시옹 등 프랑스 언론들은 일 현재 명 선을 넘었다고 전했다,생활/문화
2,프란치스코 교황  뉴스 프란치스코 교황  뉴스일 재의 수요일 미사 도중 프란치스코 교황이 기침을 하고 있다  뉴스 일 재의 수요일 미사 도중 프란치스코 교황이 기침을 하고 있다  뉴스서울뉴스 박혜연 기자  프란치스코 교황이 감기에 걸렸다고 언급하며 재차 일정을 취소했다며칠 전부터 감기 증세를 보이며 외부 미사 일정을 취소한 이후 여러 차례 일정을 조정해오고 있어 교황의 건강이상설이 슬금슬금 나온다일 로이터통신에 따르면 프란치스코 교황은 이날 바티칸 신도들 앞에서 안타깝게도 감기에 걸려 올해는 사순절맞이 영적 수련에 참여하지 못할 것 같다고 말했다 프란치스코 교황은 말을 하기 전 두어번 기침하는 모습을 보이기도 했다지난 일에도 프란치스코 교황은 재의 수요일 미사에서 쉰 목소리로 기침하고 코를 푸는 등 감기에 걸린 듯한 모습을 보였다 당일과 다음날 예정됐던 외부 미사 일정은 취소했다일에는 관저인 산타 마르타 영빈관 예배당에서 새벽미사를 집전하며 공식적인 소규모 접전을 재개했으나 규모가 큰 단체 접견은 취소했다최근 이탈리아에서 신종 코로나바이러스 감염증코로나 확진자가 명을 돌파하며 바이러스가 맹위를 떨치는 가운데 교황의 감기 증세가 혹시 코로나 감염이 아니냐는 우려가 나온다교황청은 건강이상설에 대해 약간의 이상 증상 외에는 별다른 징후가 없다며 일축했었다 크립토허브 터닝 포인트  구매 네이버 메인에서 뉴스 구독하기 뉴스코리아 무단 전재 및 재배포 금지,생활/문화
3,강경화 외교부 장관이 년 월 일현지시간 유엔 제네바 사무소에서 열린 제차 유엔 인권 이사회의 고위급 회기에 참석해 연설하고 있다 연합뉴스 자료사진 강경화 외교부 장관이 년 월 일현지시간 유엔 제네바 사무소에서 열린 제차 유엔 인권 이사회의 고위급 회기에 참석해 연설하고 있다 연합뉴스 자료사진서울연합뉴스 김동현 기자  강경화 외교부 장관이 일 압둘라 빈 자이드 알 나흐얀 아랍에미리트 외교부 장관과 통화하고 한국의 신종 코로나바이러스 감염증코로나 상황과 조치에 관해 설명했다고 외교부가 밝혔다강 장관은 한국 정부가 높은 수준의 검진 역량 신속하고 투명한 정보 공개 과학적인 차단책 시행을 통해 효과적인 방역에 기여하고 있다고 말했다또 가 한국 국민을 대상으로 입국 제한 등의 조처를 하지 않은 것을 평가하고 앞으로도 긴밀히 협력해 나가면서 양국 간 교류를 위축할 수 있는 조치는 자제할 것을 당부했다압둘라 장관은 강 장관의 상세한 설명에 사의를 표하고 한국의 투명하고 개방적인 대응을 높이 평가한다고 밝혔다이어 코로나 대응과 관련해 한국과 긴밀한 소통과 협의를 계속해 나가기를 희망하며 이로써 양국 간 신뢰와 특별 전략적 동반자 관계를 더욱 강화하는 계기가 될 것으로 기대한다고 했다양 장관은 최근 임종석  특임 외교특별보좌관의  방문 결과 등 공통 관심사에 대해 의견을 교환했으며 양국의 특별 전략적 동반자 관계를 지속해서 발전시켜나가기 위해 긴밀히 소통협력해 나가기로 했다,생활/문화
4,방역작업을 하고 있는 소망교회 교회 홈페이지 방역작업을 하고 있는 소망교회 교회 홈페이지그대들이 있어 감사합니다  일 오후 신종코로나바이러스 감염증코로나 확진자 격리병상이 마련된 대구시 중구 계명대학교 대구동산병원에 근무하는 의료진 얼굴에 보호구를 쓴 자국이 선명하게 남아 있다  연합뉴스 그대들이 있어 감사합니다  일 오후 신종코로나바이러스 감염증코로나 확진자 격리병상이 마련된 대구시 중구 계명대학교 대구동산병원에 근무하는 의료진 얼굴에 보호구를 쓴 자국이 선명하게 남아 있다  연합뉴스서울신문신종 코로나바이러스 감염증코로나 의 전국 확산 방지를 위해 대형 교회 가운데 처음으로 주일예배를 온라인 가정예배로 전환한 서울 강남 소망교회가 일 치러진 온라인 주일예배에서 억 만원에 달하는 헌금 전액을 코로나  피해가 가장 심각한 대구경북 지역에 기부하기로 했다소망교회는 이날 기부하기로 한 온라인 헌금액은 모두 억 만 원이라며 공식 입장을 밝혔다이 교회는 평소 주일에 차례 예배를 드려왔으며 이날 처음으로 실시한 온라인 예배를 같은 시간대에 맞춰서 기존 절차대로 번 드렸다고 전했다앞서 소망교회는 정부가 코로나  위기대응 단계를 심각으로 격상하며 실내 공간에서 개최되는 행사 등을 자제해 달라고 권고하자 지난 일 교회당 주일예배를 실시간 온라인 예배로 대체하기로 결정했다김경진 소망교회 담임목사는 이날 목회서신에서 삼일절 주년을 맞는 월 일 평생 처음으로 온라인예배를 드리게 됐다면서 주일헌금은 이웃을 내 몸같이 사랑하라는 하나님의 말씀과 대구 경북 지역을 포함한 이 땅의 회복을 구하는 마음이 함께 전달돼 귀하게 사용됐으면 한다고 말했다강주리 기자  서울신문 무단전재 및 재배포금지,생활/문화
5,지리는 인간 사회의 전 영역에 걸쳐 많은 영향력을 미쳐왔다 지정학이나 경제지리는 중요한 학문 영역으로 연구되고 있다 지리는 도시행정에도 많은 영향을 미친다 예를 들어 섬과 갯벌매립간척지가 많은 환경 첨단도시와 농어촌이 공존하는 도시 구성 남북으로 길게 뻗은 도시 형상 같은 인천의 지리적 요인들은 인천시가 정책을 추진하는 데에도 많은 영향을 미칠 수밖에 없다는 인류 문명의 중요 아이템들이 각기 다른 지리적 여건을 지닌 문명에서 어떻게 활용되고 나아가 그 문명의 운명을 어떻게 바꿨는지 설명하고 있다 화약은 어떤 문명에서는 불꽃놀이가 되었지만 어떤 사회에서는 총포가 되었다 어떤 문명에서 균은 발효식품의 재료가 되었지만 어떤 문명에서는 전쟁 무기가 되었다 강철은 어떤 문명에서 깨지지 않는 그릇이 되었지만 어떤 문명에서는 탱크가 되었다 저자는 이러한 차이가 그 문명의 지향성 차이에서 비롯된 것이지 우열의 차이에서 비롯된 것은 결코 아니라고 강조한다코로나 확산 사태로 전 세계가 몸살을 앓고 있는 가운데 아시아인에 대한 혐오나 차별 사례가 보고되고 있다 코로나가 중국에서 처음 발생했고 환자 역시 동아시아에 집중된 것은 맞지만 그렇다고 해서 차별과 혐오가 정당화될 수는 없다사회진화론 같은 제국주의적 시각에서 비롯된 인종차별이나 문화혐오가 세기가 되어서도 사라지지 않고 있다 차별과 혐오는 쉽지만 이해와 관용은 어렵다 그러나 차별과 혐오가 잠시 위안을 줄지는 몰라도 근본적인 해결책을 줄 수는 없다 코로나 같은 신종 바이러스는 계속해서 출현할 것이다 우리는 그 어느 때보다 이해와 협력이 절실한 시대를 살고 있다박남춘  인천시장경향신문 무단전재 및 재배포 금지,생활/문화
6,이만희 신천지예수교회 총회장 서울신문 이만희 신천지예수교회 총회장 서울신문신천지  신천지예수교 제공 신천지  신천지예수교 제공 신천지 교주 이만희 총회장 뉴스  신천지 교주 이만희 총회장 뉴스 박원순 서울시장이 일 오전 서울 중구 서울시청에서 신종 코로나바이러스 감염증코로나 위기경보 심각단계 격상에 따른 서울시 선제적 대응방안을 발표하고 있다  뉴스  박원순 서울시장이 일 오전 서울 중구 서울시청에서 신종 코로나바이러스 감염증코로나 위기경보 심각단계 격상에 따른 서울시 선제적 대응방안을 발표하고 있다  뉴스서울신문신천지예수교 증거장막성전신천지의 교주 격인 이만희 총회장이 월 일 신종 코로나바이러스 감염증코로나 진단 검사를 이미 받았다고 일 밝혔다 신천지는 코로나의 전국 확산에 결정적 역할을 한 슈퍼 전파지로 알려져 있다 이에 대해 서울시는 검진 여부가 공식적으로 확인되지 않았다고 밝혔다신천지 관계자는 언론 매체에 총회장이 어제월 일 검사를 받은 것으로 파악됐다면서 검사는 모처에서 진행된 것으로 안다고 말했다 이는 이 총회장이 일 코로나 진단 검사를 받을 계획이라는 종전 입장을 정정한 것이다신천지 측은 검사 다음 날 보통 결과가 나온 점을 미뤄볼 때 오늘 판정결과가 나올 수도 있을 것이라고 덧붙였다신천지 측은 그동안 이 총회장이 다른 신도들처럼 자가 격리한 상태로 지내고 있다고 밝혀 왔다이 총회장은 현재 경기권에 머무는 것으로 알려졌다신천지는 이날 정치 지도자 여러분께 보내는 호소문을 내 신천지를 범죄 집단화하는 시도를 멈춰달라고 요청했다신천지는 각 지자체에서 명단을 문제 삼아 신천지를 앞다퉈 고발하겠다고 한다면서 신천지가 관련 시설을 은폐하고 있다는 보도도 잇따르고 있다며 지자체와 언론에 불만을 표출했다신천지는 정치지도자들과 언론이 무분별하게 신천지가 진원지라고 비난할수록 우리 성도들은 두려움 속에 쉽게 신분을 드러내기 힘들 것이란 점 꼭 말씀드리고 싶다고 했다신천지는 부족한 역량이지만 코로나 확산을 막기 위해 지자체와 최대한 보조를 맞춰가고 있다 해당 지자체로부터 격려도 받고 있다면서 신천지 성도들을 몰아세우지 마시고 적극적인 협조에 나설 수 있게 도와 달라고 말했다한편 박원순 서울시장이 이끄는 서울시는 이러한 신천지의 주장에 대해 이만희 총회장의 검진 여부가 확인되지 않았다고 밝혔다 이날 오후 시쯤에는 이만희 총회장과 개 지파 지파장 등 신천지 지도부를 신도 명단 고의 누락 및 허위기재로 인한 방역업무 방해 행위를 언급하며 살인죄 상해죄 및 감염병 예방 관리에 관한 법률 위반 혐의로 서울중앙지검에 고발했다고 발표했다강주리 기자  서울신문 무단전재 및 재배포금지,생활/문화
7,대구뉴시스 이무열 기자  신종 코로나바이러스 감염증코로나 확산을 막고자 휴일인 일 오전 대구 동구 신천동 동대구역에서 육군 제작전사령부와 사단 장병들로 구성된 육군 현장지원팀이 방역작전을 펼치고 있다  대구뉴시스 이무열 기자  신종 코로나바이러스 감염증코로나 확산을 막고자 휴일인 일 오전 대구 동구 신천동 동대구역에서 육군 제작전사령부와 사단 장병들로 구성된 육군 현장지원팀이 방역작전을 펼치고 있다 서울뉴시스 신효령 기자  소망교회가 일 주일헌금 전액을 신종 코로나바이러스 감염증코로나 피해가 극심한 대구경북지역에 기부하기로 했다소망교회는 코로나으로 인한 나라와 지역 공동체의 비상상황을 극복하는데 동참하는 차원에서 삼일절 주일헌금의 전액억만원 기부를 결정했다고 밝혔다김경진 소망교회 담임목사는 지난달 일 목회서신에서 삼일절 주년을 기념하는 이번 주일 평생 처음으로 온라인 예배를 드리게 됐다며 코로나 상황이 안정될 때까지 일시적으로 각자의 자리에서 드리는 예배이지만 같은 시간 같은 마음으로 하나님을 경배하고 이땅의 회복을 구하는 시간이 되길 간절히 빈다고 말했다그러면서 첫 온라인 예배를 보다 의미있게 하기 위해 월일 아침 시반부터 오후 시반까지 부에서 부까지 온라인 예배가 진행되는 동안 접수되는 헌금을 대구경북지역의 코로나 치료비를 위한 지원에 사용한다 재화의 크기에 상관없이 이웃을 사랑하는 마음과 하나님을 향한 감사를 담아 정성껏 준비해 주길 바란다고 신도들에게 알렸다서울의 초대형교회로 꼽히는 소망교회는 코로나 확산을 막기 위해 지난달 일 교회당에서 진행하던 주일 예배를 가정 영상 예배로 전환했다 공감언론 뉴시스 ,생활/문화
8,서울 강남구 압구정동 문닫힌 소망교회 예배당  박지혜 기자 서울 강남구 압구정동 문닫힌 소망교회 예배당  박지혜 기자서울뉴스 박정환 문화전문기자  소망교회담임목사 김경진가 절 온라인 주일예배 헌금 전액을 대구경북 지역의 신종 코로나바이러스 감염증코로나 치료를 위해 기부한다고 밝혔다 기부 총액은 억 만 원이다김경진 목사는 일자 목회서신에서 우리는 평생 처음으로 부부터 부까지 모든 주일예배를 온라인 예배로 드리게 됐다며 첫 온라인 예배를 보다 의미 있게 드리기 위해 온라인 예배 중에 드리는 주일 헌금을 대구경북 지역의 코로나 치료를 위한 지원에 사용하기로 한다고 밝혔다김 목사는 재화의 크기에 상관없이 이웃을 사랑하는 마음과 하나님을 향한 감사를 담았다며 코로나 상황이 안정될 때까지 하나님을 경배하고 이 땅의 회복을 구하는 시간이 되기를 간절히 바란다고도 말했다소망교회는 교인 약 만명인 교회이며 정부가 코로나 위기 대응 단계를 심각으로 격상한 지난 일 서울 대형 교회 중 처음으로 주일 예배를 실시간 온라인 예배로 대체한다는 결정을 내렸다 해피펫  터닝 포인트  구매 네이버 메인에서 뉴스 구독하기 뉴스코리아 무단 전재 및 재배포 금지,생활/문화
9,일 오후 경북 상주시 남성동 상주적십자병원에 대구에 사는 신종 코로나바이러스 감염증코로나 확진자가  구급대 앰뷸런스를 타고 도착하고 있다 연합뉴스 일 오후 경북 상주시 남성동 상주적십자병원에 대구에 사는 신종 코로나바이러스 감염증코로나 확진자가  구급대 앰뷸런스를 타고 도착하고 있다 연합뉴스신종 코로나바이러스 감염증코로나 검사 결과를 기다리던 세 할머니가 집에서 대기 중 숨졌다고 연합뉴스가 보도했다일 보건당국 등에 따르면 이날 오후 시께 대구 수성구 한 가정집에서 ㄱ씨가 숨진 것을 아들이 발견했다출동한 구급대원이 시신을 보고 숨을 거둔 지 시간 정도 돼 보인다고 했다고 ㄱ씨 지인은 전했다ㄱ씨는 발열 증세로 지난 일 수성보건소에서 검사 후 집에서 결과를 기다리던 중이었다확진 판정은 이날 오후 시께 ㄱ씨 며느리에게 통보됐다보건당국은 정확한 사망 경위 등을 파악 중이다온라인뉴스팀 스포츠경향   무단전재 및 재배포 금지,생활/문화
10,일현지시간 성베드로광장에서 열린 일요 삼종기도회 강론 도중 기침하는 프란치스코 교황 연합뉴스 일현지시간 성베드로광장에서 열린 일요 삼종기도회 강론 도중 기침하는 프란치스코 교황 연합뉴스로마연합뉴스 전성훈 특파원  감기 증상을 겪는 프란치스코 교황이 일현지시간부터 시작되는 사순절 피정에 불참하기로 했다교황은 이날 바티칸 성베드로광장에서 열린 일요 삼종기도회에서 불행하게도 감기로 인해 올해는 사순절 피정에 참석하지 못할 것이라며 나는 여기바티칸에서 묵상을 따를 것이라고 밝혔다피정은 가톨릭 신자가 일상에서 벗어나 고요한 곳에서 묵상성찰기도 등 종교적 수련을 하는 것을 뜻한다교황이 가톨릭 신자에게 중요한 의미를 갖는 사순절 피정에 불참하는 것은 이례적이다 로이터 통신은 년 즉위 이후 처음 있는 일이라고 보도했다교황은 애초 교황청 고위 관료들과 함께 로마 남동쪽 외곽에 있는 아리차의 한 수도원에서 이날 오후부터 일간 진행되는 연례 사순절 피정에 나설 예정이었다교황은 이날 운집한 수천 명의 신도 앞에서 행한 짧은 강론 중 여러 차례 기침하는 등 건강이 편치 않은 모습을 보였다교황은 지난달 일 몸 상태가 좋지 않다는 이유로 로마 시내 유서 깊은 산조반니 인 라테라노 성당에서의 사순절 미사 집전을 취소한 이래 외부 공식 일정을 잇달아 취소연기하고 관저로 쓰이는 산타 마르타에 머물러왔다교황의 비정상적인 몸 상태는 신종 코로나바이러스 감염증코로나이 이탈리아를 중심으로 전 유럽으로 확산하는 가운데 나온 것이어서 신자들의 우려를 샀다일각에서는 교황이 코로나 관련 질병을 앓고 있는 게 아니냐는 억측도 나오지만 교황청 내부에선 관련성을 부인하는 분위기다마테오 브루니 교황청 대변인은 지난달 일 언론 브리핑에서 가벼운 질환 이상의 진단을 받았다는 어떠한 증거도 없다며 세간의 억측을 부인하는 취지로 설명한 바 있다교황은 모국인 아르헨티나 부에노스아이레스에서 생활하던 대 초반 질병으로 폐의 일부분을 절제하는 수술을 받은 것으로 알려졌다,생활/문화
11,일 서울 강남구 압구정동 소망교회 입구가 잠겨있다연합뉴스 일 서울 강남구 압구정동 소망교회 입구가 잠겨있다연합뉴스서울경제 서울 강남구 소망교회가 온라인 주일예배에서 모금된 헌금 전액을 대구경북 지역에 기부하기로 했다소망교회는 일 코로나로 인한 나라와 지역 공동체의 비상상황을 극복하는데 동참하는 차원에서 주일 헌금 전액을 기부하기로 했다고 밝혔다 소망교회는 지난 일 개신교 대형 교회 가운데는 처음으로 온라인 예배를 결정했다김경진 소망교회 담임목사는 신도들에게 보낸 목회서신에서 삼일절 주년을 맞는 이날 평생 처음으로 온라인예배를 드리게 됐다며 이번 주일헌금은 이웃을 내 몸같이 사랑하라는 하나님의 말씀과 대구경북 지역을 포함한 이 땅의 회복을 구하는 마음을 담아 전달되어 귀히 쓰이길 바란다고 전했다최성욱기자 저작권자  서울경제 무단 전재 및 재배포 금지,생활/문화
12,이란 수도 테헤란 길거리에 마스크를 쓰고 다니는 시민들이 눈에 띈다  뉴스 이란 수도 테헤란 길거리에 마스크를 쓰고 다니는 시민들이 눈에 띈다  뉴스서울뉴스 박혜연 기자  이란에서 신종 코로나바이러스 감염증코로나으로 인한 사망자가 총 명으로 급증했다 확진자도 거의 명에 육박한다일 로이터통신 등에 따르면 이란 보건당국은 국영방송을 통해 전날보다 사망자가 명 증가해 총 명으로 집계됐다고 발표했다 확진자 수는 명으로 전날보다 명 더 늘었다이란 보건부 대변인은 이란 이슬람 시아파 주요 성지 중 한 곳인 동북부 호사란주 마슈하드를 포함해 여러 지역에서 신규 확진자가 발생했다고 밝혔다 이란 정부는 코로나 확산 방지를 위해 이들 성지를 폐쇄할 것을 민간 대중들에게 권고했지만 제대로 이행되지 않는 실정이다이란 국영방송은 북부 길란주 주도 라슈트로 가는 모든 항공편이 중단됐다고 전했다 길란주는 이란 수도 테헤란과 성지 쿰에 이어 확진자가 많이 발생한 지역이다이란혁명수비대는 전국에 코로나 방제를 위한 격리시설을 설립했다고 밝히며 우리는 이 위기에 대처하기 위해 전국적 협력이 필요하다 국민들은 보건 당국의 조언에 따라야 한다고 당부했다중국 후베이성 우한에서 처음 발생한 코로나는 현재 이란을 중심으로 중동 지역 전역으로 확산되고 있다이란의 시아파 성지 순례를 다녀간 이슬람교도들이 전세계로 퍼지면서다 최근 호주에서 나온 확진자 명은 이란을 여행한 이력이 있고 파키스탄에서 처음으로 나온 확진 사례 역시 이란에 성지 순례를 다녀온 것으로 알려졌다이란은 중국 외 국가들 중 코로나 사망자가 가장 많이 나온 곳이다 미국 국무부를 포함해 전세계 많은 나라들이 이란에 대해 여행 금지나 이란을 방문한 외국인 입국 금지 등 각종 이동 제한 조치를 발령했다 크립토허브 터닝 포인트  구매 네이버 메인에서 뉴스 구독하기 뉴스코리아 무단 전재 및 재배포 금지,생활/문화
13,서울대병원에서 운영하고 있는 경북 문경시 소재의 인재원 전경 및 실내 모습 서울대병원에서 운영하고 있는 경북 문경시 소재의 인재원 전경 및 실내 모습서울대병원은 경증 무증상 코로나 환자를 대상으로 병원 밖 격리시설에서 치료하는 새로운 관리 모델을 일부터 운영한다 이를 위해 경북 문경에서 운영하고 있는 연수원 서울대병원 인재원 실을 환자들에게 제공할 예정이다확진자가 명이 넘어서면서 전국의 감염병 환자를 전문적으로 치료할 음압병상이 부족하다 전국 음압병상 수는 개다 그 동안 중증도와 관계없이 무조건 음압시설이 갖춘 병실로 입원했기 때문이다 이제부터는 중증과 경증을 나눠 효율적인 입원 배치가 필요하다지금처럼 중증과 경증 구별없이 환자가 입원해 병상 부족이 지속되면 정작 치료가 시급한 환자가 늘어 사망자가 증가할 수 있다 전문가들은 현재 확진자 가운데 입원이 필요한 중증환자는  수준으로 파악하고 있다 자택격리도 가족들에 대한 차 감염이 우려되어 현 상황에서 새로운 방법을 모색해야 할 때다서울대병원이 연수원에 준비하고 있는 격리시설은 상태가 악화될 가능성이 낮은 경증환자 중에서 격리 전  등의 검사를 시행해 관리가 가능할 지 판단한 후 입소를 결정할 예정이다 입소 이후에는 산소 포화도 혈압 맥박 측정 등을 측정해 서울대병원으로 결과를 전송하고 의료진이 상태를 모니터링하게 된다 이를 위해 서울대병원은 화상진료를 기반으로 한 중앙모니터링센터를 설치해 운영할 계획이다 센터는 감염내과는 물론 영상의학과와 입소자의 불안감 우울감 해소를 위해 정신건강의학과 전문의 배치도 고려되고 있다이와 함께 실시간 유전자 증폭검사와 흉부촬영검사를 시행할 수 있도록 시설에도 의료진과 행정직원을 파견하고 각종 검사 장비를 배치하게 된다조비룡 공공진료센터장은 병원과 다름없이 서울대병원의 높은 의학적 전문성을 바탕으로 양질의 진료를 제공할 수 있을 것이라며 격리시설에는 의료적 지원 외에 식사 및 생활용품 등 다양한 물품이 필요해 기업 및 단체의 관심을 바란다 또한 자치단체의 행정 경찰 소방 등 다양한 지원이 있어야 원활하게 운영될 것이라고 지원을 요청했다 아울러 서울대병원이 계획하고 있는 격리시설 운영이 성공적인 모델로 판명나면 다른 국립대병원과 각 기관 등이 보유한 시설들도 뒤 따를 것으로 기대하고 있다고 덧붙였다이병문 의료전문 기자 매일경제   무단전재 및 재배포 금지,생활/문화
